,tokenized
9526,"['맛있게잘', '먹고있어요', '만족합니다']"
56271,"['예상', '대로', '역시', '이쁩니다', '소매', '조금', '길긴하지만', '워낙', '이쁘게', '잘나와서', '좋네요', '지금', '계절', '입기', '딱좋고', '더', '추워지면', '너', '로', '입기에', '좋아요']"
52850,"['스프링', '너무', '푹신해요', '아버지', '허리', '아파', '서침', '대사', '드렸는데', '심하게', '푹', '꺼', '진달', '까', '상품', '평', '믿고', '샀는데', '이건', '너무하네요']"
111523,"['크리스탈', '솔트', '했는데', '핑크', '솔트', '왔네요']"
130375,"['가격', '저렴하고', '제품', '좋아요']"
132154,"['불량', '없구', '좋았습니다']"
38248,"['감사합니당', '사은', '품', '까지', '챙겨주시고', '잘쓸게', '용']"
181344,"['생각', '보다', '별로', '예요']"
150839,"['너무', '달다는', '생각', '들지만', '면역', '위해', '서', '꼭꼭', '챙겨', '먹어요']"
16333,"['생각', '보다', '앏', '잘', '찢어지네요', '일회용', '이지만', '조금', '아쉽네요']"
198892,"['맘', '들어요', '펄', '이라', '가루', '날림', '심하지', '만발', '색력', '좋아요']"
47760,"['사이즈', '적당해요', '예쁘네요']"
145330,"['완전', '짱짱합니다', '일주일', '써', '보고', '어떤지', '봐', '야할것', '같은데', '제', '친구', '추천', '해', '서산', '거', '라이미', '기대', '중', '입니다']"
97587,"['재구매', '편의점', '매번', '갈', '때', '마다', '쿠폰', '구매', '하는데', '중복', '할인', '되고잘', '사용', '하고', '있어요']"
190694,"['슬림모로살껄그랫', '어', '요', 'ㅠ']"
197007,"['아직', '써', '보진', '않았지만', '제도', '년월', '일이', '년월', '이네', '요', '이건', '좀', '너무한거', '아닌가요', 'ㅡㅡ', '창고', '쳐', '박혀있던걸', '보낸것', '같아', '영', '기분', '거', '시기하네요']"
115565,"['표면', '찝혀서', '파손', '되었', '고약', '분리', '된', '제품', '왔습니다', '급하기', '도하', '외부', '바닥', '까는것으로써', '서', '반품', '않고', '썼지만', '다른', '분', '께', '그러지', '마세여']"
176656,"['모', '양도', '이쁘고', '맘', '에드', '요']"
88907,"['컵절', '대비', '추천', '컵', '힘들거', '같아요', '움직일', '때', '마다', '계속', '위치', '벗어나도', '가슴', '드러날것', '같아서', '움직이질', '못', '하겠어요', '비추', '입니다', 'ㅠㅠ']"
174943,"['첨', '먹어', '봣', '는대', '아주', '맛', '나', '개', 'ㅓㄱ', '엇어', '요']"
180277,"['망치', '구멍', '있고', '제품', '상태', '별로', '요']"
87558,"['재구매', '배송', '빠르고', '중국산', '이지만', '재질', '나쁘지', '않습니다', '벌써', '벌', '째', '구입', '드레스', '맛집', '입니다', 'ㅎ', '가격', '착해', '서막', '입히기', '좋아요', '공', '주병', '딸아이', '들입히기', '딱입니다', '사세요', '두', '번', '사세요', 'ㅋ']"
90091,"['배송', '빠르고', '얼음', '잔뜩', '싸이', '즈', '좋네요']"
61329,"['저렴히잘', '샀어요', '일주일', '넘게', '사용', '중', '인데', '물', '빠짐기', '스', '그런거', '없네요', '식기세척기', '에도', '넣는데', '별문제', '없어요', '할인', '할', '때', '잘', '샀어요']"
188863,"['스크레', '치가', '있어', '아쉽', '딘']"
43067,"['일', '정도', '만', '에도', '착했어요', '아직', '한번', '밖에', '안', '써', '봤지만', '효과', '나쁘지', '않아요']"
140666,"['꿀잠', '보장', '가격', '매우', '리즌', '어', '블', '합니다']"
103731,"['배송', '빠릅니다만', '아쉬운게', '잇어요']"
3793,"['잘시용', '중', '입니다', '대박나세요']"
190051,"['재구매', '제품', '검정색', '오염', '많습니다']"
193292,"['너무', '허', '접해', '요', '실물', '보면', '절', '대안', '살', '물건', '이네', '요']"
68532,"['배송', '도오', '래', '걸리고', 'ㅡ', '그', '닥', '기다린만큼의', '그', '정도', '아니네요']"
64414,"['지난', '번차', '에서', '사용', '해보고', '좋아서', '또', '구매', '했네요', '이번', '엔', '고정', '찍찍', '이를', '실내', '쪽', '군데', '만하', '면', '깔끔하네요']"
197992,"['갠찬', '긴한데', '뿌려주는', '양', '이조', '금', '아쉽네요']"
153262,"['배송', '빨리', '왔는데', '세제', '조금', '샜어요', 'ㅜ', '박스', '젖었어요']"
173182,"['재구매', '맛', '있는데', '너무', '작아요', '제일', '작은', '거산', '것', '아닌데', 'ㅠㅠ', '선물', '했는데', '민망해써요']"
2544,"['심지어', '위메프', '개사', '무료', '배송', '더라구요', '우편', '이겠지만']"
28050,"['글쎄요', '명성', '비해', '진짜진짜', '맛', '없어요', '갓김치', '웬만해', '선', '맛없지', '않는데', '차라리', '마트', '에서', '좀', '사먹을', '껄', '후회', '합', '니']"
152918,"['옷', '자', '채는', '정말', '이뻐요', '카라', '좀', '큰', '편', '데모', '나쁘지', '않습니다', '가성', '비갑']"
149734,"['으이', '그', '거', '완전', '별로', '세워지지', '않음', '그냥', '눕혀놓고거는', '중시', '간', '돌린다', '면안', '살', '래', '증말', 'ㅡㄴ', 'ㆍ', '안', '이쁘다', '정말', '별', '루']"
45756,"['개수', '맞고', '빠른', '배송', '감사', '드립니다']"
173937,"['그냥', '저', '냥', '막', '입을거', '같아요']"
110991,"['대박', '좋어요', '애기', '너무', '좋아해요']"
150723,"['재구매', '세번', '째', '구매', '인데', '잎', '으로도', '쭉', '용할', '예정', '배송', '칼', '배송', '양', '넉', '넉']"
104470,"['것', '두', '개', '나사', '서', '후회', '중', 'ㅡㅡ']"
15035,"['정말', '촉촉해요', '보습', '짱']"
173454,"['푸', '룬', '없으면못', '살', '아']"
59880,"['두', '달', '정도', '숙성', '하고나니', '홍', '새우', '양', '더', '도드라지게', '많아', '보이', '나머지', '새우', '좋은', '편', '아닙니다', '경매', '기준', '으로', '검은색', '막대', '새우젓', '실망', '입니다']"
28940,"['중간', '중간', '딱딱한것', '들도', '섞여', '있긴하지만', '냉장고', '에서', '꺼내', '서초', '돌려', '먹으니', '딱', '맛있어요', '잘', '먹을게요']"
33492,"['조아요', '가격', '대비', '조음']"
117330,"['핑크색', '진짜', '예뻐요', '포장', '꼼꼼히', '보내주시고', '감사합', '니당이', '샤프', '필기', '감', '좋은', '건', '워낙', '유명해서말해', '뭐해', 'ㅎㅎ']"
91939,"['연필', '꽂이로', '사용', '햇', '는데아주', '조음']"
78925,"['잘', '받았구요', '여주', '췌장', '좋', '대서', '한번', '먹어', '봅니다', '천연', '인슐린', '가진', '여주', '유기농', '여', '주환', '궁금하네요', '전영', '양', '제도', '먹는', '사람', '이라', '환제', '품류', '궁금합니다', '잘', '먹겠습니다']"
17377,"['뭔가', '좀', '허', '술', '하네요', '분리', '되고', '급해서', '씁니', '닷']"
121182,"['쭈갑마릿', '수가', '평점', '주게만', '드', '요']"
20727,"['잘', '받았습니다', '문의', '대', '답변', '부탁드립니다']"
16655,"['재구매', '글루', '더', '강력한', '걸', '샀는데', '저번', '이랑', '같은게', '왔어요', '둘', '중', '한번', '잘못', '보내신듯']"
61143,"['배송', '빠르고', '색감', '예뻐요', '제', '갖고있는', '아디다스', '저지', '소라색', '보다는', '약간', '탁하고', '진하긴한데', '제', '바라던', '색', '유사해서', '좋네요']"
84313,"['배송', '빠른데', '물건', '좀', '실망', '스럽네요', '평탄한', '봉안', '사진', '처럼', '불량', '너무', '많아', '요사', '용하다가', '스트레스', '받는', '부분', '있네요', '불량', '많고', '적고', '차이는있는데', '가격', '저렴하다', '고해', '서', '그런', '가요', '지만', '평탄', '집', '개', '마음', '듭', '니']"
129924,"['ㅜㅜ', '맛', '씹으면', '그냥', '으', '스러지고', '식감맛', '모두', '별로', '요', 'ㅜㅜ']"
84543,"['머리', '결', '부드러워져요', '너무', '좋네요']"
195608,"['정말', '맘', '들어요', '안감', '보송보송하고', '부드러워요', '모서리', '삼각형', '으로', '박음질', '되어있어서', '안감', '겉감', '뒤집히지', '않을것', '같아요', '디자인', '많이', '품절', '이라', '좀', '아쉬워요']"
18653,"['모델', '같은', '효과', '보지못', '함뽕', '두껍고', '들뜨지도', '않는데', '현재', '쓰고있는', '원', '브라', '보다', '효과', '없고', '착용', '감도', '별로', '였음', '반품', '하기', '귀찮아', '그냥', '쓸께요']"
172929,"['구입', '크리스탈', '라이트', '중', '제일', '불만족', '수박', '바', '화장품', '버', '무린', '맛', 'ㅋㅋㅋㅋ', '릉거', '사시', '길', '추천', '드립니다', '처치', '곤란', '쓰']"
21922,"['알', '넘', '작아', '서양', '좀', '작더라도', '먹을수있게', '좀컷음', '좋았을텐데요', '글', '피', '꼬막', '대합조개', '작은', '사이', '즌줄', '넘', '황당하고여', '튼', '좀', '실망', '스러웠네요']"
197790,"['빠른', '배손맛', '잇는', '음식', '감사', '합비', '나다', '많이', '파', '새오']"
28043,"['유기농', '제품', '이라', '더', '효과', '좋을것', '같아', '부모님', '께', '사', '드렸어요', '매우', '만족하시네요']"
80125,"['모비스', '정품', '인데', '믿고사', '용해야죠', '정', '품답게', '꼭', '맞아', '안심', '하고', '사용', '하고', '있습니다', '수고', '하세요']"
83795,"['무릎', '이나', '오는게', '흠', '이긴한데', '그래도', '뭐', 'ㅎㅎ', '잠옷', '이니까', '누구', '볼일', '없지만', 'ㅎㅎ', '그게', '좀', '아쉬워요', '디자인', '편하고', '좋아요', '근데', '허리', '뒤쪽', '상표', '그런게', '엄청', '까', '끌거', '려', '요', 'ㅠㅠ', '잘라', '입어야', '될거', '같아요']"
141462,"['다양한', '사이즈', '팔아서', '좋아요']"
3080,"['계속', '시켜서', '사용', '중', '인데', '점점', '계속', '사용', '해왔는데', '망고', '좋은데', '딸기', '질', '점점', '너무', '떨어져요', '왜', '그런지', '모르겠지만', 'ㅜ', '처음', '엔', '너무', '싱싱한', '상태', '로', '얼려진게', '왔는데', '받으면', '받을수록', '상하', '기', '직전', '꺼', '얼려놓은', '서다', '시시키', '싶지는', '않네요']"
56479,"['사용', '해보니', '생각', '보다', '시원해서', '만족합니다']"
159362,"['튼튼해서', '좋긴', '한데요', '이거안', '부드러워요', '뭐', '잘못', '된거', '같거든', '여']"
90093,"['배송', '수요일', '날', '온다고', '했는데', '화요일', '날오고', '빠진거', '없이', '꼼꼼하게다', '왔습니다', '싸게', '살수', '있어서', '좋아요']"
68734,"['재구매', '드디어', '잘', '받았습니다', '수고', '하세요']"
162545,"['너무', '내', '구서', '떨어져요']"
155204,"['너무', '장난감', '약해서', '푸', '들키로', '강아지', '가사', '용하는데잘', '찢겨요']"
98860,"['한여름', '에는', '더울것', '같은', '원단', '이네', '요']"
177597,"['워낙', '유명하니까', '용', 'ㅋㅋㅋ']"
174978,"['올여름', '잘', '신겟', '습', '니당']"
186772,"['배송', '빠르고고', '기도', '좋았어요']"
671,"['빠르고', '좋', '요다음', '에도', '기회', '된다면', '구매', '하고', '싶네요']"
160225,"['뽑아', '쓰고', '두께', '있고', '만족스러워요', '진짜', '강추']"
13854,"['한번', '쓰고안', '씁니다', '너무', '허', '접해', '요']"
173581,"['싸', '이즈', '좀', '낮아요', '앉은키', '가작', '아', '서잘', '안보', '여요']"
84897,"['무난', '하네요', '배송', '은별', '로']"
194706,"['재', '구매', '번째', '시키는', '데넘', '맛있었는데', '오늘', '온건', '건조', '덜되', '냄새', '도나', 'ㅠ', '믿고', '먹는데였는데', '아쉽네요', '반품', '할까', '고민', '가신', '랑', '그냥', '하지말', '래서']"
63029,"['평이', '많아', '서너', '무', '큰', '기대', '했나요', '청소기', '좋은', '데쓰', '나서', '정리', '아주', '불편합니다', '스틱', '분리', '하고', '배터리', '분', '리틀', '고정', '기도', '쉽지', '않네요', '벽', '고정', '하고', '싶은데', '전세', '라', 'ㅠ']"
58664,"['머리', '가타서', '미용실', '가서', '끝', '에다', '잘라', '냈습니다', 'ㅠㅠ']"
39505,"['배송', '빠른데하나가', '새서', '상자', '젖어', '왔네요', '많이', '새', '지는', '않아서', '귀찮아', '그냥', '씁니다', '포장', '시', '참고', '부탁드려요']"
111591,"['말', '그대로', '초대형', '정말', '초대형', '입니', '다그', '냥', '큰게', '아니라', '초대형', '입니다']"
62959,"['재구매', '했는데', '맛', '나', '요', '부모님', '께', '드렸는데', '좋아하셔서', '재구매', '합니다', '배송', '빠르고', '드셔', '보시', '니', '맛', '나다고하십니다', '많이', '파세요']"
110764,"['사이', '즈', '도안', '맞구', '뽕', '너', '무과', '해서', '부담스러워요']"
128776,"['첫째', '때', '잘써서', '친구', '에게', '물려', '줬는데', '짱짱하고', '좋았던것', '같아서', '또사', '요', '제', '손목', '잘', '보호', '해주길', '바', '래', '용', 'ㅎㅎ']"
148357,"['설마', '하고', '구매', '했는데', '맛있어요', '다이어트', '할', '생각', '구매', '했는데', '만족해서', '재구매', '합니다', '입', '소문', '퍼트', '리', '중이', '예요', 'ㅎ', '다이어트', '하시는', '분', '망설이지', '마세요']"
87454,"['다른', '작품', '욕심', '나', '서', '또', '올게요']"
91270,"['두번째', '주문', '인데', 'ㅜㅜ', '볼', '상태', '안좋네요', '교환', '귀', '차', '나서', '그냥', '써요']"
